Brand,Title,Selling_Price,Price,Discount,image_indices
ether,Striped Round Neck T-shirt,374,499,25%,"['1iLgiwHk4LpiixEfHQoqQfJimGtNeIg2E', '17LrdatbX3APSpCF9gzj01PXrJBaItBtK', '1iPfeAFcaqNBoRX6s3FAPwKl8-_E8gPCW', '1a4UlTqkkjYDGAFARIBz93SyzhvyP_HRB', '1NjoZuAgZr_RrteRx90g1NCM3wtmYmbIl', '1tGXYLZxPxXz98q02elBgN74YRhYY0FWP', '1ENxIhyDaCk_BC8Wk6TJrkqeM2Sw-lsMy', '1p0i4BCs1CnoPtoj2yU-m4RjCGt2Mlxrv']"
SG,Solid Polo Collar T-shirt,759,799,5%,"['1_lC_TeIt9cYcXHI5epmDaoMaPJVXbUsr', '1Qoe0Is_tgH7lOaNTIpPfhxXdN9e_E0z8', '106FKa3jC_5oGhReO6vOF0r_o6zcbU8AO', '1HmeqpDE4ofuqQMApEG64KrXUzx--5dJE']"
Jack & Jones,Solid Polo Collar T-shirt,714,1299,45%,"['18qlevUlQzT1-PABzDuu72i-EbD-AMuM2', '1QJUmu79atSI8DDs_f99wZzTVfYSc352a', '1A8ksMD13PoCwcFWBmYyOWfdMj1R-OUbi', '1qUME1eWHahWRui40QYQWV-WezqTBoNeB', '1kZgc2vsO6z_SDucyweX0SrymtvRQEA4c']"
Mast & Harbour,Printed Polo Collar T-shirt,659,1099,40%,"['12dxUJjyLFR6cq-qclf4u8fXjFhlcsT4i', '1Devo_L8ywhjhbjDHb7nebWz98urUtjxn', '1x10XpnVvRmcE3b35qRIXQb0d5twbnQvy', '1ylEtnv5sXLhpZg5TDUp6KAYWXP9eXp_y']"
Nautica,Striped Polo Collar T-shirt,1999,3999,50%,"['1bOGD2CRaDM-xP5qBAJI_1yQy9bxTbBX1', '1ENxIhyDaCk_BC8Wk6TJrkqeM2Sw-lsMy', '1ZQzNJcQt-J3-I4pz3JVOiGwaSWklaHA3', '1YraSlu_5WPVHiArK9TwDWiuVbUpdw9t6', '1rN-dP6bD3DDxyizsnoOh3thl-G0Yd3mu', '1lVP-ZVC5sxHtqQekx4sjtWkjtVkcevaL']"
GANT,Striped Polo T-shirt,3499,6999,50%,"['1W9dm9JNrHLhGdQDt-0Xazi2aldcc-435', '1bLGY4Kv-wDBpWhIkqRjT4W8OIxFlfWlP', '1MQd1IX21NwGbD0Hyuu5hl4NrmJJ4FkBp', '104iQw16JM_yUdVQDBP2Bipt_chVi5pjK']"
Mast & Harbour,Striped Round Neck T-shirt,299,499,40%,"['1rg23vufvSez5qOpqH2jVedF1EdrUZgs9', '1C8XXELXdMKeoiMM95kF9Nvc-GyzEZ_Hq', '1NoLH2g1576WhKxM1JdhNXS2PwUJkhxP-', '131DOH1FP1ss38LYhfz1gbt7RPGj5ZMPv', '1RstbZPcjFpMzy1prnJ8nuF6XHealSwO-', '1lWakZPrdZaJaooNQ9-TlE1Hhz2qkQfJx', '1IX4y0YguDR8e126oceGusRV2oG09Nv0D', '1b1rPLmuVh3TyqyKtwKecl6TUvhkIBAqA']"
HERE&NOW,Printed Hood T-shirt,479,1199,60%,"['1W9dm9JNrHLhGdQDt-0Xazi2aldcc-435', '1seem6OJbvcaJQ1UcoKgLV-adYKZwZ_00', '1-4ir79-86YSZPoQK3ATz_iEGZ8OOM6li', '1bBir0xSOlh0d0-2aSL2kmo6k_jlU7rFt', '1Ix4cdMJ-iaNum6jzcAAABrAqGkwWbTMh', '1VABRFzRaxgyGhaut3-cgntVwR5el6uSI']"
Moda Rapido,Conversational Print T-shirt,649,649,0%,"['1U5lb4m8bX5ZwJJG84toxQVh-d5DyYfnS', '1r7lqrqqdVUkvbSWIyCKZNeMDOGshWe3h', '1ZsMjwqaUD9b2JBMaSjPIn8dYjZF3bzC7', '1CI9bOf1UdU5SkFqehfu0Vre07c_MgvRZ', '1UaAZvdmSHlzmwfs-QT5XHfwRoOPX-SAP', '1qBbkBwRV_aUSPsVntDHi41NVRK68v7M5', '1Jombwc5hh5DPwNfEGL88rZUmVrGNlq4e']"
Nike,AS NK Dri-Fit Running T-shirt,1356,1695,20%,"['1AprXLDFJHCxsnzd1Ai7N5j3tOSD2JTQ8', '110J6jSv1VOiMnssXhJOCps6tG8nr1nOP', '1_54pMF3DAIkZT61TUwV4KaDuNFRFxpVI', '1rljiMLwDA9czU7PHseT5pxJYt058QELT']"
Roadster,Striped Polo Collar T-shirt,1099,1099,0%,"['17thaxAlUHrRBQFWfBZCFif8SFZhvhG_3', '1e3qqs5qpLlosm6BPccYVA03LTWYzEEWp', '1bMulEX1ypHRppNayQVP14MBxoqtvrzzZ', '1L0qnbFRJI2NJls-dWZxe2vCZd9gSQO-r', '19Dp-R4ygACAKIDU4xcsnaESFLBT8q9ao', '1ZMCTm1Ua1m2ES8LSIrJSNKf2oHMe-iID']"
Hubberholme,Solid Polo Collar T-shirt,449,999,55%,"['18qlevUlQzT1-PABzDuu72i-EbD-AMuM2', '1x10XpnVvRmcE3b35qRIXQb0d5twbnQvy', '19-FiBeYK_1rJwi4H30V8fmhpKOBfZp0f', '1c3EpIDelg8bJhmy4_scyZA7Zv_tMa7p8']"
H&M,Round-Neck T-shirt Regular Fit,399,399,0%,"['1uOPBpcdGV6QB-sGwhU5S9T6bbn1XxpEC', '1cv-bwqN1fiUKvtd5dN_rxYOCsD9bPy6e', '1XB9nHa0t2AxSpM-1czqi8YWjl_neePT6', '1T6bbm97-oJNH_skbfrqiE_YC1vDZnZCf', '1tXZCIhoE0JK2ycU76rFHiirmsP0pRMSS', '1e3qqs5qpLlosm6BPccYVA03LTWYzEEWp']"
SG,Solid Polo Collar T-shirt,711,749,5%,"['1Jwyrjnehg1h9QwOxsiu68vL02FApz24l', '1qyEoUdPyKvWtB7twLkVWHfUqEn8dir-G', '17tHQ1MIzvcJRp3M9pvNnZLKiNKeUGR8r', '1rTzi1KBaSCVkbT5EerSN3Nmoxv6oWCal', '1hXrQo6N1jVHR9yFq4mAU9U4EBAluMt1t', '1XvQgbLOpOUaqARH_mUj1qEmXlPFett9J']"
Superdry,Men Polo Collar T-shirt,3199,3999,20%,"['1eGRMTCtD59EWgKoCX8-cAUzVDwxHc258', '1MQd1IX21NwGbD0Hyuu5hl4NrmJJ4FkBp', '1Ix4cdMJ-iaNum6jzcAAABrAqGkwWbTMh', '1lw2P799U9cDzhmc20B0S_a85xLREPD4T']"
Jack & Jones,Solid Round Neck T-shirt,989,1099,10%,"['1nzomkTXze2yL5RPw8vATFmOCN8daTAbW', '1E670gpPBA1Ci7sT-ofsOpk42YyFE5pyi', '1Ti6GISg_P9C1-hF8RjRFfRhfrdPbRQYY', '13tWrnMSL2pPTrziG2GjKKZeLDn9NX_SL', '1jTViwWS2G8d4WDknvMmUu43BCE45jsAA']"
PORTBLAIR,Solid Polo Collar T-shirt,431,1599,73%,"['1ZzAokVfgIFfoY4_bpS2QIjqIUHNAHFik', '1L2SW6T9UrD73seA6_HAAMHTcb4Ki34_R', '1HA1AJFAEp0LtmgKBG1pgj7EAXrgIstjL', '1lQkBDYub_Ho7teXcV-M00H62l9fHMmO8', '1sT8633SYL285eQn1MCxDxm906pqp9UOn', '18IKDdXyCDT0dZY4HaGls4xZf0xxfYHCO']"
The Souled Store,Unisex Solid Round Neck T-shirt,629,270 OFF),Rs. 270 OFF)%,"['1twIt8S1a83L8hdqdl3q2HHwNBom6Nz_g', '18ILdoHxEdXZDpgNBb-59zbwHKquT1GXA', '131DOH1FP1ss38LYhfz1gbt7RPGj5ZMPv', '1yKq4MnAONeAINMUmoubXjEI05vjH_IGW']"
WROGN,Slim Fit Solid T-shirt,659,1099,40%,"['1ZVuRHVUjsEDq98AtbGAFzzIXaMPtBS-O', '1U1yZMZwjqEcdH1SbQOvArxmcZ5Diuf7r', '1ma6nvduFsW32ZQzJ4AxRjTluGQ7l1lLk', '1seem6OJbvcaJQ1UcoKgLV-adYKZwZ_00', '10j_mtqcB5heXwnZ_NrF7sNpD8fe2bvMG', '1SF_M6Ut2zAxcvxh_ORC9YVqcgTwcWy3G']"
HERE&NOW,Printed Round Neck T-shirt,319,799,60%,"['1xWtpv95ICpIur0irtanAmCQdHTUJoky0', '1sQKn21ho-4aZazl_yrJTuw4-v1wvPIML', '13SQ8V0GI5-c_mZxm4Ktq5t7wdZW0YcnI', '1skIrz9FUQn8MnB1gbRgMZsKm2wOL51-w']"
Puma,Printed Logo Split T-shirt,779,1299,40%,"['1Cq2WrMU4DEM6i3vFqyEask-zbD4EM6PI', '1UCyfcgmG1bE05wkgPENgc7xrefbh5ZDP', '1lwIxPhCU3eTP2jbkqfxHo6a5pu3sR4Z1', '1By5tSziUfkGBr6GzHjmmabnUtwQ10fB-', '1Dl6wEJ9vnaAp_ahzmBvtf-3mirvNA2bp']"
Mast & Harbour,Solid Round Neck T-shirt,349,699,50%,"['1IX4y0YguDR8e126oceGusRV2oG09Nv0D', '1RstbZPcjFpMzy1prnJ8nuF6XHealSwO-', '10QSZIcUbm7_aD2_foEBo6839MoLGTG4i', '1P0-tC1zLrYJlmR0r9fCa6WcXM6M4xaCy']"
Wildcraft,Solid Active T-shirt,584,1299,55%,"['1MKrsNljh7iQimduLRT7TWniFt7QByh-G', '1n-qPRm7qfdLQDybQdgPTBQEOwFfDZC1s', '1k20qN0LxHAaQuCW28eGkBMh7hC7ov_D1', '17vGPU6kJqS7sqBf0_ylWpqTMF1rFcf6X', '1Z1vaRyPoWII60nXTI4xRwAHmnOQRSFhH']"
Superdry,Solid Polo Collar T-shirt,3199,3999,20%,"['1FpMCpwCMddelBfl96I69NJ9cw5Z9V3JG', '1ob0W55V7lC5o64raZBqNgc8jva9taC29', '1BFo9CiU5xcMa9zULnLLpeP3C28TWcgNw', '1F0FeYbP6xnsOtDWXlgCDbMW5y752JTA1', '1s81uI78gRSDPaJlGlJJO5MM_Nxn5WVv1', '1GJUuqUE-bA7cxZMISaj_2_-MT3FPAShE', '1CCdUIsLABqmpvPVw47fL3nxoRS2rrziL', '18F3qZq_zY3dyOTmkNEyJkaDAMZCQKxz9']"
HERE&NOW,Striped Round Neck T-shirt,479,799,40%,"['1IFZb2_lkjVrQ8KCqcrFhAYOaxQYgOEmY', '1O4AzDb1tti_QZWixr7UQEt44sMRmqYo_', '1KbTjAV-4tC9I5rQW9icbmWItuLw5roP6', '1vtWYUnZrFME0hK4Ke7EQxgJbb9pKUxw_', '1SaPWq4kCyf5NA7Ar_Ms6mXSX8q7OQLDr']"
Lacoste,Classic Fit L.12.12 Polo,4250,4250,0%,"['1nzmrK1ldYjoDK4jE107xLdtRkEQgRjNo', '1Fgz2B8_JANbWAVx4HU2dNh7FDMTw-owJ', '1ZVuRHVUjsEDq98AtbGAFzzIXaMPtBS-O', '1YIttdbBZt7ei4xZLJ-C_P25zGoX5xuFk', '1MFTUORixz1yi8dmi0IcRVJpnAeq1KnV-', '1ob0W55V7lC5o64raZBqNgc8jva9taC29']"
Roadster,Men Quirky Printed T-shirt,519,799,35%,"['1Jwyrjnehg1h9QwOxsiu68vL02FApz24l', '1MMggOSySCD0fDf7VIbqkeq4Ch2Qaj-JZ', '1vh2hckzBtOYLmtxTr5bi0cqIqJWycQ9L', '1tT3RyCm0UwZcTr9dbNCbhh4YujYVXcbC', '1OPKHbluFeGdtUFW3Mm3RE6-nGdmmfO-1']"
bigbanana,Men Solid Polo Collar T-shirt,816,1899,57%,"['1ulI139-iTqpzeWtLHmMdYw66mCsDzzGE', '14FUZXljEQKoTDgQFNKiG--3lH_3MlEx3', '1x10XpnVvRmcE3b35qRIXQb0d5twbnQvy', '1aDknmswuHGfBjyCgNonjS55GZcPOYVU-', '1VBAOCaVkGlFUNTZXsXYgAFXeAfCqW0I-']"
H&M,Long T-shirt,699,699,0%,"['1uoDU8zAKcAT_T8v5G68d_uNLuGrY-3ng', '1jq6xLIPH0pIbu-UXQDZXgpyIB7_Fi78v', '1_L9idFpp_QeVlwNZbZIsmT3-GcHfHg5Z', '1R4h5KG82SMh0s9HmTqKFa8omiDHDskME', '15W8ajsD6SQjMpldHAdfXtdgJfZy8qqu0', '1LRgDbcxtlxXIp_IsDCgyz0YGqrgFN4Wq', '1kj2U5qSGO--XgRxfH9vlD3GbFrvNV1Xu']"
Mast & Harbour,Slim Fit Polo Collar T-shirt,399,799,50%,"['185DiRXxEnY8-L5W0Le8WCSb8mujodl0s', '1rBvNEf5K9FhGTN8zljJLeds5qkAcok-4', '1ZQzNJcQt-J3-I4pz3JVOiGwaSWklaHA3', '1OPKHbluFeGdtUFW3Mm3RE6-nGdmmfO-1', '10FuRshOnesU1NbhBcLInCgqqGWdRViO_']"
HERE&NOW,Colourblocked Round Neck T-shirt,359,899,60%,"['1lQkBDYub_Ho7teXcV-M00H62l9fHMmO8', '1h1WtPbCt5h7z6uOPk_7b9F1ftwojyfLw', '1LWfF72WtNOxHe57oBn41gbshB8BEm6q9', '1vyJe_HTE8MeAJ_HTojc08XP3_bubzg_h', '1vscjJQkttlmMOS8QRG1I3YQOOUHVPXcG', '1iLgiwHk4LpiixEfHQoqQfJimGtNeIg2E']"
Nike,NSW TANK KNT T-shirt,3145,3495,10%,"['1evEbyKMA4FtGbk8E6bPNfVS46Uo6o7gD', '1usXzCjvb1S5betPaVD89ULBjmOESaW-H', '1ybaxYriUaoVuOAMhW96SChbgzP9iobuq', '1Jpp_80sYhREnXnKj9Ja8Y_0TiC7zQ-ch', '1_s8ikj1pHPi1PKcy_JL7a31yn4Z1ZOGC', '1eN1rz5-pBR7S81Xn_pZ2KazQZr6YSS8Y', '1DmGfGp6xSYFt4o3IK_qBl7WXKBgKK6sR']"
GANT,Solid Polo Collar T-shirt,3499,6999,50%,"['1U5lb4m8bX5ZwJJG84toxQVh-d5DyYfnS', '1jQILRM19pEnzwI_bsxOH_ZoOWRcXEScB', '1Ae_edwlg47oJL6yHBn2rHPPZfWSGp6au', '1gof8IM3zdgv3aHPPvZ1Y3IUUdJ_oxjZZ', '1xAMpejy9WsiSbxh30KE9SYkvGbB1VNwo']"
Roadster,Striped Polo Collar T-shirt,1299,1299,0%,"['1BcDqeKOpVXe0HUdZ1Scame00yAmrxIDL', '1Wio8Plm19FdICMcdBlLgTtqDIPM0Nvaz', '1JBWinTwuQ-bD-XoYeQ0OU6liEIvOOlZP', '114dZJDVS6ClyFrVuN54lLIMIcLKSECSq']"
WROGN,Solid Slim Round Neck T-shirt,454,699,35%,"['1wafzhWM7eZeJXxoC8TZioNQNiwtKhUWz', '17nO1ktPuZgDyDJE1FOxdDOrAoBkQRrT_', '1A8ksMD13PoCwcFWBmYyOWfdMj1R-OUbi', '14yU7ZMAa_bPH1GSggIccwN6Zow9BsUle', '18F3qZq_zY3dyOTmkNEyJkaDAMZCQKxz9', '19E2KszMRM-ixpLWADVH_lNXY1ZoD8iWx', '1imwHRO6YZKPoyw6Zme44CqaPkeMaLIaJ', '1H1ACRjEIgBi-rHaVqHuS8QuZGaNWRCHT']"
Mast & Harbour,Men Embossed Print T-shirt,479,799,40%,"['1ze9fz4MKpnFK18eNqI2506pmcS39Uxj1', '1qOs_wggUYYGU4ze3bcxNtEDi7SzbR4Y4', '1D7QQxiOXIaSR-FBjYLWj9t9CJ2ORhN-M', '1U9YUZExjxndJRCQX4d3Cm3ujMvYbjyoX']"
Jack & Jones,Printed Slim Fit T-shirt,824,1499,45%,"['1tBfUhg3m7EODWbEo556hXgGy02Gm4ksA', '17tHQ1MIzvcJRp3M9pvNnZLKiNKeUGR8r', '1JBWinTwuQ-bD-XoYeQ0OU6liEIvOOlZP', '1ZsMjwqaUD9b2JBMaSjPIn8dYjZF3bzC7', '1VryjstPmyQiwk9fiB_Z9tNWKMnUjoVDR', '1ZQzNJcQt-J3-I4pz3JVOiGwaSWklaHA3', '1vnwIdNjVZQSG_EQd51KiYGoGzHK-cFVv', '1N8CiHgUmkSs8kNaYXHJpqzVykTgdwWy9']"
Ecko Unltd,Printed Round Neck T-shirt,319,399,20%,"['1UaAZvdmSHlzmwfs-QT5XHfwRoOPX-SAP', '1Wio8Plm19FdICMcdBlLgTtqDIPM0Nvaz', '18F3qZq_zY3dyOTmkNEyJkaDAMZCQKxz9', '1A689ZnInae_syzXYTf3QC3uzlXFt2Edz', '10b0EEwqZbWquKiTtz2arPE9MS7ahlhiw']"
Puma,Printed Round Neck T-shirt,1039,1299,20%,"['1VABRFzRaxgyGhaut3-cgntVwR5el6uSI', '19DXktJ2O8DYmScb-v2QGMj4HpAZ6gO18', '151kJH6hNTtJAJAtkwiBz3OBddrK8Ipl-', '1Oxioi-yCNCkwjo1uaVNeSFLX4G8XzsY9', '1MKrsNljh7iQimduLRT7TWniFt7QByh-G', '1iP8MP3dyw35RnjiUcVobFVnG-PDksUWw']"
SG,Striped Polo Collar T-shirt,664,699,5%,"['1nPix_8Tdx9mgLgVlngqEIiJkv_Wkxkmh', '17thaxAlUHrRBQFWfBZCFif8SFZhvhG_3', '170R07jYE1BwxPdIDswkwdoksszvFSQOG', '1wlvAdiYM2hYhFYcULCnDCw5kxLXnkgdq', '1sxDrnY-bqNbgU2RUQbGKlY5RsP--Xj89']"
GANT,Solid Polo Collar T-shirt,3849,5499,30%,"['16-xI242iO44czJxobL4fqLtMBmpRSdSU', '1BnpQDnhEh90lJcpiZbYUSzNQBIjlguKV', '1i-vhM8NAmX4IHu-x97cf6eG38AjhkmcL', '1jTViwWS2G8d4WDknvMmUu43BCE45jsAA', '1I_pIMHs8WkfK_cFqSy9CnnqNwCpIpf5u', '1FpMCpwCMddelBfl96I69NJ9cw5Z9V3JG', '15QATxamwmx1mMow__-yObRiG8HJ6nWDM']"
Harvard,Striped Polo T-shirt,749,1499,50%,"['1XdP_WzbVCAVWb6g7OylOOLX8zqPDbfpy', '1qkkT80-zv9xc68pYQCkMXsttkw9lP6Gd', '1B7lBYP3Ty_UBT6wiph9rQBsw9ljAS6C1', '1ZsMjwqaUD9b2JBMaSjPIn8dYjZF3bzC7', '1PLREXKD-imEvm1EBbJse-KvX7DhtqX2f', '19-FiBeYK_1rJwi4H30V8fmhpKOBfZp0f']"
HERE&NOW,Printed Round Neck T-shirt,439,799,45%,"['1E670gpPBA1Ci7sT-ofsOpk42YyFE5pyi', '141BVeSIP9hOXC7c1QCOMQjzASTKOgm11', '1HOh-JlKbz0QQozdX2OekiljQZUrzKRaz', '1BzOP2Zze9povFVlCkGt8E5yiZahFdFIT']"
WROGN,Slim Fit Polo T-shirt,1234,1299,5%,"['1rttWfpDhi6UD92SLdPGAreRqsYk6yOJu', '1XyxeA_DXOtuyh6HU17TGnJtZMgaT5Xhl', '1WIPm1XZHaDtwn-VHq4q08o9SrMNooPL9', '1_EFO87in4t9Hk_mkBzXNgcqeAyHpqcTT', '1I80iu8eKxoSAzyDUSUPUtBGhuKSXSsfE', '1thi6qZlHouvGgDo8JypdA2UC4pbaGb5h', '1KPX5czNmOtUCnguFPcVJi3wgwQSdqHJd', '17Hcu56BB8b-WcvGJiir46g5xRdAE2YQx']"
H&M,Solid Slub Jersey T-shirt,799,799,0%,"['1qyEoUdPyKvWtB7twLkVWHfUqEn8dir-G', '1BFo9CiU5xcMa9zULnLLpeP3C28TWcgNw', '1DXxjQEkMyDWp4AXzCh10oXVeGjic_9f5', '1JRNDGdmAxk0CT0fht1ob3ONmMu1pMcVT', '13Q9k__wLVXNKsnBGcrg8fGDy2yP3O97e']"
Nike,BREATHE WR PO Running T-shirt,1270,1495,15%,"['1VcXPzETdtjZ4-i3MlE8XWh4j1ahOY30z', '1XdP_WzbVCAVWb6g7OylOOLX8zqPDbfpy', '1b9zzitv2sDJD1MzIEV9w1dE1vrceMDgd', '1VBAOCaVkGlFUNTZXsXYgAFXeAfCqW0I-', '1JWKMy4f-y-wtotA56E5VF2-PMxZAmb1n', '1mws4R2HMrYPrG-YiPgPIGnWb3vV269L_']"
FIDO DIDO,Printed Polo Collar T-shirt,637,1449,56%,"['1UfG637_GiINuycidLdvasxJ_ouFRQnM4', '1IM-OJZgeVQZ9_QRea4M0xMAAeuQ-yAa2', '1G1SfMxnmAYL8hCoaUfBx_EevUxQ8in3g', '185DiRXxEnY8-L5W0Le8WCSb8mujodl0s', '1ZrPtyCxzsVZOzgaXVPtdDcNrk8lLevcJ', '15IHjP7GQF3ciN7b3KjIvEYHnQ4C4uJjT']"
SG,Striped Polo Collar T-shirt,759,799,5%,"['1imwHRO6YZKPoyw6Zme44CqaPkeMaLIaJ', '1vXultWVc-Tp9iRGz27w1WTvC5LrvanUE', '1E5KWxLiMQ3GG3dV5tL3rTORWhVlwS_08', '1D7QQxiOXIaSR-FBjYLWj9t9CJ2ORhN-M', '1AqTIJ-KMQrUPMxhwzUpeoew8TjTMrmU7', '1fKYEUnf1V-L8KNGRuWvngKasee3ysF1E', '122USp5LQQCT0zn8AERStSuFJMKbSAdxA', '1evEbyKMA4FtGbk8E6bPNfVS46Uo6o7gD']"
Mast & Harbour,Solid Henley T-shirt,359,599,40%,"['19V7Hp2cmF6wZN0BwKfJmZBsacvzXVKaG', '1HM-BtrKJPYNn3t5e-_79ddx8dD4nbQ54', '16W-3Y0PxoPOefIgDMcyG_HntvNsc7c1s', '1VCJdZyg8Qcmi5VykM_JjwJxq28_T3xbN', '1-c6bt4DzR7f529mVsXcnr8flDzWhxh5j', '1NjoZuAgZr_RrteRx90g1NCM3wtmYmbIl', '1soBoo_8u_VJojxDTuTslcqbtHtPMYjo7']"
Superdry,Solid Polo Collar T-shirt,3199,3999,20%,"['1cc5gaMBpK1zI4g3tVkOCKSe8Ny03-zaK', '1GJUuqUE-bA7cxZMISaj_2_-MT3FPAShE', '1OELvxxqPYrxRBGoh_vyo-Rg6PC3eonrn', '1WIPm1XZHaDtwn-VHq4q08o9SrMNooPL9', '1vmSwAK_jIKchb21qZQPa7VM1xNXdHqEh', '1Rq7s4-TwN0NIrEYrdb2bq3W_mN9ktw1M']"
Beverly Hills Polo Club,Striped Polo Collar T-shirt,2999,2999,0%,"['1fKYEUnf1V-L8KNGRuWvngKasee3ysF1E', '1OTbqgJzaHOE1PiCM_RNH1dBhSQ41VKQY', '1MMggOSySCD0fDf7VIbqkeq4Ch2Qaj-JZ', '1wdI5OxBrAy-IccfTAV9n_4hX4rWcO00m', '1rDGiaewySpborjwrc1WbZdXN-yjjsg7t', '1seem6OJbvcaJQ1UcoKgLV-adYKZwZ_00']"
Tinted,Solid Hood T-shirt,447,745,40%,"['1ne4HXqMiSl7ivZO7rn4xJLbILc4Yrwnz', '1BcDqeKOpVXe0HUdZ1Scame00yAmrxIDL', '1MCTeCrXw0Wg0275u3eASNhmFGdnrss5b', '1IdwSBDoiMlSqCeKTAhSEnyvlMXfQs8ql', '1n-qPRm7qfdLQDybQdgPTBQEOwFfDZC1s', '15QATxamwmx1mMow__-yObRiG8HJ6nWDM', '1Wh5YesR66DqdM4jeEk-rxTDoykwKurSy']"
Jack & Jones,Solid Polo Collar T-shirt,714,1299,45%,"['1HdyxCtIUJbfGGGWe0KJTDWFiCSAuf3Nn', '1bLGY4Kv-wDBpWhIkqRjT4W8OIxFlfWlP', '1T92pIUo_9SUQ-ji7s9yGTmW24Dm-R1hK', '16-xI242iO44czJxobL4fqLtMBmpRSdSU', '1YrHg2x_BbybfOPwzG_YrTxJFc1NVRW_u', '1tmuOUHqEY8WrUPI6zp7LyaI_ivkLw2pt']"
HERE&NOW,Printed Round Neck T-shirt,359,899,60%,"['1ZrPtyCxzsVZOzgaXVPtdDcNrk8lLevcJ', '1Q9KPLfALvmlTEbASxg-DH7tOfC2DY7yX', '1zUYZU6BeayUAbCjh1G0i3rIghlycDIwV', '1o_Z6Uxrixyx9TOd2oD5Age9Ptz6pOi9B', '1R5yNBZwzYvDMvnQzHswsBtYb1ZkDku6C', '1ulI139-iTqpzeWtLHmMdYw66mCsDzzGE']"
T-Tog,Solid Round Neck T-shirt,292,649,55%,"['1S3ATqfPKBW-y4kUshtdBGNgu1dWzaqRH', '1NjoZuAgZr_RrteRx90g1NCM3wtmYmbIl', '1-QncQy8MlkDZle086le5ONOKL3aK3BJs', '1WHy_wn3GgMU1Hxh0DKu1Dy1Z3D1-E7CA', '13wUlW8ybakDv9bjbqkojmDOB24k3jPVQ']"
Red Tape,Solid Polo Collar T-shirt,599,1999,70%,"['1iI72L0yU5U7cCmb9ggrbm2bdc5pYVIxM', '1igBoIRXs1lCKQrhf8Y0eU81zJh9ZIDsw', '12KOWKTPMnyCZpj9DC1VQLg348R5_ZMc3', '1hcQU3f4lKcADID6nTVdWpW_mgGrthUbl']"
Roadster,Men Pack of 2 Polo T-Shirts,1199,1199,0%,"['1PY32YHe-iBADjDzSg0eJKGw9_XZ8NzrW', '1nPix_8Tdx9mgLgVlngqEIiJkv_Wkxkmh', '1uPRkhXLFuuHwcNl30AXJt3JUY0MqfasY', '1rDGiaewySpborjwrc1WbZdXN-yjjsg7t', '1Jwyrjnehg1h9QwOxsiu68vL02FApz24l']"
Beverly Hills Polo Club,Solid Polo Collar T-shirt,3899,3899,0%,"['1vM3TXHZqE8pbz57vni9QZcMMBmVvJDMt', '1MMggOSySCD0fDf7VIbqkeq4Ch2Qaj-JZ', '1cbgIMTjzK78Q7cBmiTB0A14kteMoJFyw', '1Bg85Fkr2XNHL8m3Eteg6WTrho8SelZFd', '104iQw16JM_yUdVQDBP2Bipt_chVi5pjK', '1hLM_NhFDiRxPndvuYl6zMawv7JqeOV_o', '1KaqqTMWf5C4KfkTLFfxQCUSGbXfOQiXf', '13tWrnMSL2pPTrziG2GjKKZeLDn9NX_SL']"
Scotch & Soda,Men Solid Polo Collar T-shirt,4041,4490,10%,"['1eN1rz5-pBR7S81Xn_pZ2KazQZr6YSS8Y', '10FuRshOnesU1NbhBcLInCgqqGWdRViO_', '1c3EpIDelg8bJhmy4_scyZA7Zv_tMa7p8', '1optlUr0FGy1qnCJA4Cuvkr6pNfVOVV8j']"
DILLINGER,Solid Round Neck T-shirt,479,1199,60%,"['1SdhOmoL4xg5BGZ_u4seWzHGDHSML-4t8', '1ChRdMaahqvOEIohUSdrJf8rMButcnEEI', '13Q9k__wLVXNKsnBGcrg8fGDy2yP3O97e', '1TIEGQeDHFVTK_P7s_GAxfLAWZr-bcZyV', '1uoDU8zAKcAT_T8v5G68d_uNLuGrY-3ng', '1UaAZvdmSHlzmwfs-QT5XHfwRoOPX-SAP', '1-QncQy8MlkDZle086le5ONOKL3aK3BJs']"
Roadster,Striped Round Neck T-shirt,479,799,40%,"['11RMLeBpELH5m227d7mqhv6YcyG1D419v', '1lVP-ZVC5sxHtqQekx4sjtWkjtVkcevaL', '1klerDRv3LINy_61atJeMGTryYlFu9c5x', '1lwIxPhCU3eTP2jbkqfxHo6a5pu3sR4Z1', '1vscjJQkttlmMOS8QRG1I3YQOOUHVPXcG', '1bXStTCkJNnFjmjPLC1I4428z9GRzEUk3', '1B7lBYP3Ty_UBT6wiph9rQBsw9ljAS6C1', '1QbtccGNVN6_Rf2chW-OwtIRxYzUDECBQ']"
SG,Solid Round Neck T-shirt,664,699,5%,"['1rtFRlGxwD08vZd2k1CbIdNE6ucgMAHcy', '1DUQRlyIxRA50-tc0_dSGOA_8CppHJuvX', '1KPX5czNmOtUCnguFPcVJi3wgwQSdqHJd', '1rttWfpDhi6UD92SLdPGAreRqsYk6yOJu']"
